평균 풍속(m/s),평균 상대습도(%),평균 기온(°C)
7.025806451612904,57.483870967741936,5.932258064516129
6.741379310344827,45.3448275862069,4.610344827586206
6.658064516129032,60.61290322580645,9.96774193548387
6.814285714285715,67.0,13.883333333333333
5.051612903225807,86.74193548387096,18.048387096774192
6.7733333333333325,88.63333333333334,20.823333333333334
3.4066666666666667,95.93548387096774,25.580645161290324
6.893548387096774,85.35483870967742,26.583870967741937
6.328571428571428,78.96551724137932,25.26206896551724
5.009677419354839,68.06451612903226,21.799999999999997
6.046666666666667,62.43333333333333,14.946666666666665
6.261290322580645,58.774193548387096,10.441935483870967
6.86,56.333333333333336,6.946666666666667
6.303999999999999,66.04166666666667,11.112499999999999
6.929032258064517,63.096774193548384,12.080645161290322
5.746666666666667,74.66666666666667,15.243333333333334
4.63,86.06451612903226,18.203225806451613
3.8666666666666667,92.13333333333334,20.90666666666667
6.016666666666667,89.09677419354838,22.748387096774195
7.329032258064516,80.87096774193549,25.42258064516129
6.4399999999999995,71.65517241379311,23.596551724137928
5.551612903225807,60.903225806451616,19.84193548387097
7.216666666666667,62.46666666666667,13.360000000000001
6.706451612903226,52.83870967741935,8.351612903225806
5.820689655172414,50.87096774193548,6.0
6.735714285714286,60.785714285714285,8.796428571428573
8.061290322580644,63.32258064516129,10.629032258064516
6.346666666666667,66.83333333333333,13.026666666666667
5.516129032258065,80.48387096774194,16.870967741935484
4.493333333333334,84.8,21.523333333333333
3.9826086956521736,91.58333333333333,24.358333333333334
4.396774193548387,88.76,26.43793103448276
5.6033333333333335,67.57142857142857,23.882758620689657
6.709677419354839,65.10714285714286,18.94333333333333
5.623333333333333,44.833333333333336,12.835714285714285
7.109677419354839,55.58064516129032,7.829032258064516
7.467741935483871,49.12903225806452,1.896774193548387
6.675,61.535714285714285,7.75
6.645161290322581,52.16129032258065,8.200000000000001
6.86,69.2,12.610000000000001
6.264516129032257,86.07407407407408,15.555555555555555
4.583333333333333,92.2,19.476666666666667
5.170967741935484,89.19354838709677,23.580645161290324
6.341935483870968,83.90322580645162,25.16774193548387
6.166666666666667,71.06666666666666,23.433333333333334
5.816666666666666,60.70967741935484,18.654838709677417
5.983333333333333,61.6,15.84
7.180645161290323,48.935483870967744,7.267741935483872
7.32258064516129,49.41935483870968,5.406451612903226
6.686206896551725,50.758620689655174,5.044827586206897
7.487096774193549,57.516129032258064,9.683870967741935
6.786666666666666,67.76666666666667,13.66
5.064516129032258,74.58064516129032,17.403225806451612
6.286666666666666,78.56666666666666,20.766666666666666
5.138709677419355,84.6774193548387,24.029032258064515
6.948387096774193,78.16129032258064,26.86774193548387
5.742307692307692,73.15,22.515384615384615
5.752631578947368,,18.3625
6.800000000000001,44.0,11.925
7.251612903225807,59.064516129032256,5.680645161290323
6.800000000000001,54.96774193548387,4.858064516129032
5.707142857142857,54.142857142857146,6.210714285714286
5.858064516129032,65.93548387096774,10.525806451612903
6.5,66.13333333333334,12.233333333333333
4.983870967741935,83.74193548387096,15.935483870967742
4.9399999999999995,89.43333333333334,20.2
4.970967741935484,93.7741935483871,23.46451612903226
4.34516129032258,88.25806451612904,25.493548387096773
6.283333333333333,74.66666666666667,23.866666666666667
7.461290322580646,67.93548387096774,19.929032258064513
6.123333333333333,55.96666666666667,12.806666666666667
7.076666666666667,54.36666666666667,7.786666666666666
6.293548387096774,51.903225806451616,6.945161290322581
8.0,66.29629629629629,7.52962962962963
5.78,67.41935483870968,10.290322580645162
5.333333333333333,73.53333333333333,13.95
5.263333333333334,79.96666666666667,16.62
5.386666666666667,86.13793103448276,19.95862068965517
4.4,90.2,22.896666666666665
6.774193548387097,86.12903225806451,23.580645161290324
6.283333333333333,74.33333333333333,23.05666666666667
7.7555555555555555,66.41935483870968,19.274193548387096
5.2266666666666675,61.166666666666664,14.193333333333333
6.658064516129032,54.87096774193548,5.603225806451612
6.403225806451613,58.12903225806452,6.248387096774193
6.492857142857143,58.107142857142854,6.375
4.680000000000001,62.935483870967744,9.16451612903226
6.819999999999999,79.76666666666667,12.479999999999999
4.196774193548387,86.35483870967742,15.951612903225806
4.37,90.53333333333333,19.046666666666667
6.17741935483871,91.6774193548387,21.690322580645162
4.629032258064516,87.80645161290323,24.73225806451613
7.16,76.4,22.06
5.95483870967742,66.06451612903226,18.351612903225806
6.413333333333333,74.13333333333334,14.313333333333333
6.34516129032258,62.354838709677416,9.358064516129033
6.883870967741935,58.03225806451613,4.95483870967742
6.520689655172413,56.37931034482759,6.182758620689656
5.732258064516128,68.38709677419355,9.616129032258065
5.636666666666667,80.3,13.576666666666666
4.658064516129032,85.83870967741936,16.73548387096774
4.489999999999999,90.93333333333334,20.793333333333333
4.351612903225806,91.0,24.948387096774194
5.516129032258065,78.92857142857143,29.200000000000003
6.327586206896552,81.52173913043478,24.641379310344828
7.137931034482759,75.03448275862068,20.362068965517242
6.473333333333333,66.14285714285714,15.020000000000001
6.341935483870968,63.08695652173913,10.64516129032258
6.964516129032258,58.25,7.519354838709678
6.635714285714286,56.642857142857146,8.203571428571427
5.696774193548387,61.16129032258065,10.94516129032258
6.03,77.23333333333333,15.276666666666667
4.829032258064516,84.48387096774194,17.654838709677417
4.5,87.5,20.233333333333334
4.525806451612904,93.2258064516129,24.200000000000003
5.941935483870967,81.6774193548387,27.69677419354839
6.003448275862069,74.13793103448276,24.133333333333336
7.832142857142857,72.21428571428571,20.639285714285712
5.496666666666667,57.56666666666667,13.786666666666667
6.077419354838709,51.03225806451613,6.493548387096775
6.445161290322581,54.774193548387096,4.712903225806452
6.207407407407407,51.925925925925924,6.022222222222222
6.746666666666667,73.03225806451613,11.010714285714286
6.323333333333333,79.26666666666667,14.28
5.5052631578947375,86.15789473684211,16.86842105263158
5.503333333333333,88.63333333333334,20.863333333333333
5.561290322580645,90.83333333333333,25.23
6.174193548387097,85.8,27.779999999999998
6.993333333333334,81.4,23.383333333333333
5.962068965517242,64.5,18.532142857142855
5.133333333333334,61.86666666666667,15.120000000000001
7.183333333333334,59.61290322580645,8.706451612903225
6.487096774193549,52.774193548387096,6.838709677419355
6.307142857142857,57.75,8.460714285714285
6.419354838709677,63.0,11.44516129032258
6.1433333333333335,71.5,13.31
4.675862068965517,80.3076923076923,17.323076923076922
5.044444444444444,85.0,20.13703703703704
5.709677419354839,91.7741935483871,22.948387096774194
5.090322580645162,85.10344827586206,26.13103448275862
6.663333333333333,83.8,23.11
7.325806451612903,70.70967741935483,19.69677419354839
6.323333333333333,63.13333333333333,14.873333333333333
6.132258064516129,58.83870967741935,9.403225806451612
6.841935483870968,61.0,8.596774193548388
5.941666666666666,59.916666666666664,8.308333333333334
6.851612903225806,64.29032258064517,11.280645161290321
6.573333333333333,63.56666666666667,12.876666666666667
5.196000000000001,87.48,16.26
5.0,89.0,18.725
4.780645161290322,92.55555555555556,21.855555555555554
4.770967741935484,89.80645161290323,25.280645161290323
7.739999999999999,75.4,22.279999999999998
6.6433333333333335,61.46666666666667,17.916666666666668
5.966666666666667,59.06666666666667,13.413333333333332
6.290322580645161,51.29032258064516,6.503225806451613
7.041935483870968,59.225806451612904,5.396774193548388
7.332142857142857,61.92857142857143,8.3
6.874193548387097,71.12903225806451,11.64516129032258
7.104545454545455,77.0,13.65
5.435483870967742,84.47619047619048,16.89047619047619
4.923333333333333,86.3,20.466666666666665
6.164516129032258,86.61290322580645,25.316129032258065
5.9,82.3225806451613,25.929032258064513
7.757142857142857,79.89285714285714,24.037037037037038
6.123333333333333,71.06896551724138,20.358620689655172
6.1482758620689655,60.827586206896555,14.748275862068965
6.793548387096774,57.54838709677419,9.051612903225807
6.33225806451613,51.483870967741936,6.874193548387097
7.13,51.34782608695652,5.1521739130434785
10.3,82.0,12.2
5.7733333333333325,77.43333333333334,14.513333333333332
5.032258064516129,81.25806451612904,17.509677419354837
6.5,92.73333333333333,21.08
4.438709677419355,94.45161290322581,25.106451612903225
5.493548387096775,91.7741935483871,26.141935483870967
8.283333333333333,80.43333333333334,24.123333333333335
7.070967741935483,70.09677419354838,19.45483870967742
5.946666666666667,63.766666666666666,16.666666666666668
6.748387096774193,56.12903225806452,6.806451612903226
