일시,평균 풍속(m/s),평균기압(hPa),평균 상대습도(%),평균 기온(°C),평균 수온(°C)
2015-11,7.94,1022.64,80.2,15.74,17.4
2015-12,6.459999999999999,1024.99,62.3,9.02,14.88
2016-01,7.525806451612904,1022.9064516129032,63.0,5.929032258064517,12.270967741935483
2016-02,7.396551724137931,1023.2551724137932,61.62068965517241,6.80344827586207,11.117241379310345
2016-03,5.32258064516129,1020.9709677419354,70.38709677419355,10.696774193548388,12.929032258064517
2016-04,5.666666666666667,1013.8133333333334,83.66666666666667,14.653333333333334,14.67
2016-05,4.514814814814814,1012.3225806451613,88.03846153846153,17.683870967741935,16.81935483870968
2016-06,4.4,1008.4633333333334,92.39285714285714,20.796666666666667,20.476666666666667
2016-07,4.232258064516128,1008.8612903225807,92.48387096774194,24.351612903225806,23.799999999999997
2016-08,6.093548387096774,1005.5967741935484,80.06451612903226,27.687096774193545,28.16774193548387
2016-09,6.38,1012.4566666666667,81.63333333333334,23.916666666666668,24.509999999999998
2016-10,7.067741935483871,1017.516129032258,74.45161290322581,20.37741935483871,22.019354838709678
2016-11,6.256666666666666,1021.51,63.8,14.31,18.52
2016-12,6.407692307692307,1023.2709677419356,62.29032258064516,9.693548387096774,14.906451612903227
2017-01,7.227586206896552,1023.6225806451613,59.03225806451613,6.580645161290323,12.903225806451612
2017-02,6.982142857142857,1021.9499999999999,59.15384615384615,7.0249999999999995,11.192857142857141
2017-03,5.841935483870968,1018.925806451613,63.0,9.941935483870967,12.02258064516129
2017-04,5.483333333333333,1013.5166666666667,77.46666666666667,14.186666666666667,14.013333333333332
2017-05,4.735483870967743,1012.9548387096773,82.54838709677419,17.112903225806452,16.570967741935487
2017-06,4.38,1009.0633333333334,88.0,19.77,19.236666666666668
2017-07,4.064516129032258,1008.8967741935484,93.96774193548387,24.509677419354837,23.716129032258067
2017-08,6.003225806451613,1007.0366666666666,81.13333333333334,27.69,27.836666666666666
2017-09,6.016666666666667,1012.0699999999999,73.4,23.959999999999997,24.936666666666667
2017-10,7.425806451612903,1018.7967741935485,70.90322580645162,19.87741935483871,21.73225806451613
2017-11,5.543333333333334,1021.9,59.7,13.306666666666667,17.89333333333333
2017-12,6.764516129032257,1024.741935483871,55.38709677419355,6.293548387096774,13.680645161290323
2018-01,6.81875,1023.39375,51.375,2.85,11.51875
2018-02,6.492592592592593,1022.1333333333333,52.851851851851855,5.7407407407407405,11.84074074074074
2018-03,7.083870967741936,1019.2451612903226,74.48387096774194,10.33548387096774,12.851612903225806
2018-04,5.77,1015.7433333333333,81.06666666666666,13.58,14.18
2018-05,5.719354838709678,1011.8193548387097,88.6774193548387,16.687096774193545,16.583870967741937
2018-06,5.16,1008.1033333333332,91.9,20.57,20.89333333333333
2018-07,4.883870967741935,1008.2225806451613,94.74193548387096,25.032258064516128,25.01290322580645
2018-08,5.987096774193549,1007.4,91.1,27.209999999999997,27.68
2018-09,6.876666666666666,1012.1066666666667,83.1,22.753333333333334,23.953333333333333
2018-10,6.051612903225807,1017.425806451613,59.88461538461539,18.12258064516129,21.225806451612904
2018-11,4.63,1022.1366666666667,59.7,14.716666666666667,18.08
2018-12,6.225806451612903,1024.7548387096774,59.54838709677419,8.593548387096773,15.609677419354838
2019-01,6.338709677419355,1024.0516129032258,55.58064516129032,6.548387096774194,12.803225806451612
2019-02,5.821428571428571,1022.1464285714285,57.142857142857146,8.207142857142857,12.703571428571427
2019-03,6.335483870967742,1016.7096774193549,64.70967741935483,10.87741935483871,12.864516129032259
2019-04,5.663333333333333,1014.75,74.3,13.026666666666667,13.876666666666667
2019-05,4.506451612903225,1012.0064516129032,80.06451612903226,17.406451612903226,17.23225806451613
2019-06,4.3566666666666665,1007.0433333333333,85.26666666666667,20.18,20.283333333333335
2019-07,5.574193548387097,1006.5451612903227,91.16129032258064,23.025806451612905,22.887096774193548
2019-08,5.016129032258065,1006.5419354838709,85.35483870967742,26.432258064516127,26.59032258064516
2019-09,6.616666666666666,1013.2133333333334,83.43333333333334,23.35,24.07
2019-10,7.138709677419355,1016.941935483871,68.7741935483871,19.938709677419357,22.009677419354837
2019-11,6.166666666666667,1020.9599999999999,62.5,15.066666666666666,18.063333333333333
2019-12,6.232258064516128,1023.7258064516129,60.45161290322581,9.596774193548388,15.658064516129032
2020-01,6.848387096774194,1021.1967741935483,61.903225806451616,8.73225806451613,14.264516129032257
2020-02,6.662068965517241,1023.2965517241379,63.758620689655174,8.682758620689654,12.358620689655172
2020-03,6.887096774193548,1016.9967741935484,62.87096774193548,11.161290322580646,13.448387096774193
2020-04,6.996666666666667,1016.7833333333333,59.56666666666667,12.47,13.923333333333334
2020-05,5.464516129032258,1010.5258064516129,78.0,16.14516129032258,16.038709677419355
2020-06,4.446666666666667,1006.5366666666666,84.9,20.323333333333334,19.953333333333333
2020-07,4.709677419354839,1006.8709677419355,89.54838709677419,21.529032258064515,21.051612903225806
2020-08,4.480645161290322,1009.4903225806452,88.29032258064517,26.274193548387096,25.538709677419355
2020-09,7.086666666666667,1010.4666666666667,73.0,23.133333333333333,24.23
2020-10,6.27,1018.1793103448276,60.275862068965516,18.71379310344828,20.97241379310345
2020-11,5.85,1023.2800000000001,59.9,14.036666666666667,17.69
2020-12,6.245161290322581,1024.5516129032258,53.58064516129032,7.109677419354839,14.138709677419355
2021-01,7.27741935483871,1023.0612903225807,60.645161290322584,5.780645161290322,11.751612903225807
2021-02,7.671428571428571,1020.1,63.25,8.171428571428573,11.742857142857144
2021-03,6.725806451612903,1018.6741935483872,72.09677419354838,11.67741935483871,13.03225806451613
2021-04,6.89,1017.8233333333334,68.8,14.143333333333334,14.713333333333333
2021-05,5.712903225806452,1009.5064516129032,78.48387096774194,16.92258064516129,16.761290322580646
2021-06,4.763333333333334,1007.9533333333333,82.88,20.936666666666667,20.88
2021-07,5.819354838709677,1008.2387096774194,84.54838709677419,25.796774193548387,25.648387096774194
2021-08,5.52,1008.14,78.83333333333333,26.846666666666668,27.21333333333333
2021-09,7.776666666666667,1012.3666666666667,74.2,24.220000000000002,24.92
2021-10,5.458064516129032,1019.7290322580644,64.48387096774194,20.419354838709676,23.41290322580645
2021-11,6.443333333333333,1019.0933333333334,58.333333333333336,14.473333333333333,17.813333333333333
2021-12,7.019354838709678,1023.4709677419354,57.96774193548387,8.441935483870967,14.170967741935485
2022-01,6.172000000000001,1023.092,54.2,6.207999999999999,12.527999999999999
2022-02,7.257894736842106,1023.8684210526316,54.05263157894737,5.494736842105263,11.363157894736842
2022-03,5.770967741935484,1016.9290322580645,68.7741935483871,10.551612903225807,11.803225806451612
2022-04,4.8533333333333335,1016.7733333333333,73.63333333333334,13.84,13.870000000000001
2022-05,4.551612903225807,1012.5322580645161,74.2258064516129,17.106451612903225,16.612903225806452
2022-06,7.086666666666667,1008.2033333333333,79.86666666666666,20.95,20.51153846153846
2022-07,7.42,1006.0483870967741,87.2,24.990322580645163,24.26774193548387
2022-08,4.519354838709678,1007.7096774193549,85.0,25.461290322580645,25.419354838709676
2022-09,8.72,1009.18,83.6,24.78,25.080000000000002
2022-10,5.983333333333333,1020.3741935483872,67.54838709677419,19.25483870967742,21.551612903225806
2022-11,5.716666666666667,1020.05,63.7,16.17,18.77
2022-12,7.325806451612903,1023.3548387096774,57.87096774193548,6.66774193548387,15.158064516129032
2023-01,6.974193548387096,1023.3645161290323,61.61290322580645,6.303225806451613,12.77741935483871
2023-02,5.939285714285715,1024.0107142857144,61.892857142857146,8.696428571428571,13.789285714285715
2023-03,5.151612903225806,1020.016129032258,71.93548387096774,12.825806451612902,14.312903225806451
2023-04,7.4222222222222225,1015.2962962962963,75.48148148148148,14.54814814814815,14.78888888888889
2023-05,4.851612903225806,1013.6193548387097,88.87096774193549,17.296774193548387,16.75483870967742
2023-06,4.543333333333334,1007.8566666666667,93.0,21.383333333333333,20.78666666666667
2023-07,3.7193548387096773,1008.9193548387096,95.70967741935483,24.70967741935484,23.66774193548387
2023-08,5.922580645161291,1005.0645161290323,86.29032258064517,28.496774193548386,28.309677419354838
2023-09,6.066666666666666,1012.0566666666667,81.06666666666666,26.186666666666667,26.933333333333334
2023-10,5.851612903225806,1018.0548387096775,64.45161290322581,20.154838709677417,21.783870967741933
2023-11,6.3966666666666665,1020.9366666666666,66.13333333333334,13.856666666666666,17.746666666666666
2023-12,6.86,1023.3480000000001,66.72,9.432,15.524000000000001
2024-01,7.19655172413793,1023.6964285714286,64.8695652173913,7.969565217391305,13.303571428571429
2024-02,8.062068965517241,1022.7862068965517,77.3103448275862,9.64074074074074,13.113793103448277
